"Country Name","Country Code","Indicator Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Solomon Islands","SLB","Life expectancy at birth, male (years)",46.356,47.129,47.995,48.797,49.626,50.462,51.265,52.024,53.014,53.879,54.723,55.555,56.301,56.995,57.63,56.511,58.752,58.828,59.718,60.086,60.443,60.738,61.047,61.268,61.489,61.761,61.415,62.248,62.472,62.707,62.933,63.166,63.385,63.62,63.882,64.116,64.384,64.563,64.793,64.974,65.183,65.354,65.56,65.724,65.927,66.1,66.296,66.286,66.696,66.799,67.101,67.301,67.514,67.668,67.741,68.131,68.367,68.582,68.786,69.032,68.791,68.931,NA,NA
"Sierra Leone","SLE","Life expectancy at birth, male (years)",32.682,33.068,33.52,33.949,34.457,34.929,35.445,36.042,36.48,36.835,37.467,37.937,38.429,38.904,39.358,39.829,40.256,40.665,41.025,41.463,41.728,41.957,42.178,42.432,42.616,42.595,42.552,42.885,42.901,42.935,42.996,42.297,42.352,42.358,41.588,41.187,42.577,42.569,40.975,39.117,44.097,44.695,45.557,46.181,46.881,47.587,48.739,49.656,50.765,51.852,52.863,53.766,54.55,55.338,55.422,56.151,57.235,57.491,58.419,58.941,58.404,58.758,NA,NA
"El Salvador","SLV","Life expectancy at birth, male (years)",46.107,46.866,47.624,48.274,48.71,48.775,48.676,48.402,48.193,48.248,48.77,49.657,50.349,51.465,51.915,51.744,50.891,49.516,47.913,46.063,41.162,39.578,43.786,44.427,47.952,50.876,51.848,54.005,56.436,52.864,57.017,58.731,59.634,60.175,60.789,61.355,62.207,63.149,63.916,64.832,65.35,65.159,65.628,65.468,65.574,65.642,65.965,66.332,66.705,66.957,67.245,67.289,67.26,67.146,66.993,66.834,66.762,66.908,67.352,68.009,66.432,66.078,NA,NA
"San Marino","SMR","Life expectancy at birth, male (years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somalia","SOM","Life expectancy at birth, male (years)",42.071,42.18,42.483,42.704,42.905,43.148,43.364,43.575,43.778,43.975,44.164,44.353,44.547,44.738,42.471,42.832,43.216,45.529,45.43,45.92,46.105,46.283,46.443,46.782,47.078,46.922,47.014,47.525,39.87,43.209,43.572,24.904,26.114,49.196,48.885,49.092,48.946,48.779,49.247,49.093,49.272,49.339,49.334,49.147,49.034,49.176,49.022,48.88,49.456,50.298,48.669,49.625,51.248,51.97,52.267,52.855,52.887,53.577,54.283,55.122,53.967,53.246,NA,NA
"Serbia","SRB","Life expectancy at birth, male (years)",62.594,62.634,62.852,63.287,63.022,63.261,63.812,63.318,63.364,63.285,63.694,64.087,64.512,65.103,65.453,65.612,65.927,66.096,65.944,65.795,65.916,65.774,65.68,65.321,65.392,65.733,65.884,66.073,66.504,66.742,67.138,67.506,67.658,67.888,68.197,68.669,68.475,68.599,68.139,66.613,68.9,69.6,69.7,69.9,70,70.2,70.8,70.9,71.3,71.4,71.8,72,72.3,72.6,72.8,72.8,73.2,73.1,73.5,73.4,71.6,69.96,NA,NA
"South Sudan","SSD","Life expectancy at birth, male (years)",26.319,26.552,26.868,25.788,30.838,26.366,22.851,23.172,23.514,22.83,23.156,29.098,29.491,35.627,35.922,36.139,36.35,36.754,36.935,37.221,37.625,37.931,38.123,33.925,30.82,31.253,31.747,19.747,12.037,27.473,27.671,27.826,20.403,20.353,42.84,28.488,28.872,29.803,16.723,41.481,44.538,45.434,46.111,49.181,49.925,50.602,51.135,51.802,52.483,52.724,53.733,53.54,54.556,54.366,52.889,53.927,53.829,53.455,54.487,54.471,53.906,53.429,NA,NA
"Sao Tome and Principe","STP","Life expectancy at birth, male (years)",41.648,42.835,44.141,45.026,46.355,47.847,49.886,52.496,53.202,53.229,54.341,54.397,55.127,55.781,56.1,56.516,56.831,57.156,57.71,58.385,58.309,57.94,57.867,57.625,57.521,58.385,56.163,59.443,59.597,58.383,59.506,59.392,59.168,58.954,58.876,58.904,58.991,59.127,59.069,59.46,59.931,60.362,60.838,61.34,61.62,61.463,62.051,62.557,62.79,62.645,62.86,62.699,63.146,63.864,64.119,64.649,64.93,65.532,65.653,65.831,65.16,65.161,NA,NA
"Suriname","SUR","Life expectancy at birth, male (years)",55.089,55.7,56.386,56.888,57.513,57.137,57.322,57.519,57.655,57.813,57.964,58.008,58.06,58.221,58.401,58.57,58.739,58.906,59.128,59.248,59.401,59.61,59.768,59.89,60.149,60.318,59.922,60.139,60.368,61.191,61.378,61.587,61.708,62.052,62.379,62.412,62.669,62.826,62.623,62.501,62.548,62.582,62.589,62.649,63.428,63.981,64.509,65.115,65.685,66.305,66.539,66.543,66.473,66.45,66.6,67.571,68.46,69.231,69.285,68.944,69.264,67.207,NA,NA
"Slovak Republic","SVK","Life expectancy at birth, male (years)",68.121,68.54,68.002,68.19,68.675,67.806,67.715,68.229,67.567,66.691,66.656,66.625,66.927,66.797,66.825,66.847,67.011,66.748,66.904,67.114,66.75,66.8,66.85,66.64,66.79,66.92,67.47,67.24,67.12,66.88,66.64,66.8,67.6,68.4,68.3,68.4,68.8,68.9,68.6,69,69.1,69.5,69.8,69.8,70.3,70.1,70.4,70.5,70.9,71.3,71.6,72.3,72.5,72.9,73.3,73.1,73.8,73.8,73.9,74.3,73.5,71.3,NA,NA
"Slovenia","SVN","Life expectancy at birth, male (years)",66.1,66.1,66.1,65.5,65.2,65,65.5,66,65.6,64.8,65,65.2,65.4,65.6,66.6,66.7,66.6,66.8,66.8,67,67.3,67.4,67.2,66.2,67,67.4,67.9,68.1,68.3,68.9,69.4,69.5,69.5,69.4,69.6,70.3,70.8,71,71.1,71.4,71.9,72.1,72.3,73.2,73.5,74.1,74.55,75,75.4,75.8,76.3,76.8,77.1,77.2,78.2,77.8,78.2,78.2,78.5,78.7,77.8,77.9,NA,NA
"Sweden","SWE","Life expectancy at birth, male (years)",71.23,71.65,71.37,71.57,71.66,71.73,71.82,71.82,71.69,71.68,72.22,71.98,72.04,72.16,72.2,72.17,72.14,72.37,72.43,72.49,72.78,73.07,73.42,73.62,73.85,73.78,73.98,74.18,74.15,74.8,74.81,74.94,75.35,75.48,76.06,76.16,76.52,76.7,76.9,77.1,77.4,77.6,77.7,77.9,78.4,78.4,78.7,78.9,79.1,79.4,79.5,79.9,79.9,80.2,80.4,80.4,80.6,80.8,80.9,81.5,80.6,81.4,NA,NA
"Eswatini","SWZ","Life expectancy at birth, male (years)",44.254,44.618,44.999,45.287,45.773,46.268,46.861,47.424,48.01,48.483,48.957,49.48,50.091,50.852,51.5,52.252,53.029,53.817,54.669,55.404,55.992,56.514,57.087,56.319,58.161,58.946,59.607,60.191,60.721,61.04,60.919,60.355,59.188,57.475,55.316,53.065,50.959,49.167,47.46,46.188,45.1,43.747,42.298,41.65,41.054,40.825,41.531,42.083,42.602,43.549,44.923,46.242,47.703,49.075,50.315,52.062,53.469,54.47,55.882,56.975,56.026,53.366,NA,NA
"Sint Maarten (Dutch part)","SXM","Life expectancy at birth, male (years)",64.507,64.101,66.032,67.466,67.677,64.941,66.706,66.971,66.404,67.942,70.665,70.689,70.326,70.638,70.799,71.12,71.393,71.019,70.71,69.747,68.785,68.904,70.26,70.554,70.487,70.309,70.018,70.168,71.131,70.744,70.258,69.702,70.351,70.123,70.166,70.243,70.722,71.629,71.344,72.915,72.372,72.372,72.715,71.992,72.086,73.422,73.806,73.103,73.453,72.971,72.476,72.385,72.293,72.319,73.846,74.044,74.044,72.336,72.486,72.541,71.789,71.538,NA,NA
"Seychelles","SYC","Life expectancy at birth, male (years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,67.7,64.3,65.7,65.7,63.6,64.9,63.7,64.8,62.8,62.4,65.2,65.8,64.2,65.9,65.8,66,65.7,67.6,67.4,67.9,67.4,66.6,66.2,69.1,67.4,68.9,68.9,67.7,68.4,69.1,67.7,69.3,69.9,68.4,70.1,68.7,70.3,68.5,69.9,72.7,71.3,NA,NA
"Syrian Arab Republic","SYR","Life expectancy at birth, male (years)",52.793,53.718,54.346,54.941,55.775,56.382,56.843,57.017,58.273,59.279,59.907,60.554,61.11,58.48,62.392,62.971,63.238,63.15,64.728,64.894,64.836,62.193,57.578,66.315,67.412,67.397,67.805,67.796,68.119,68.166,68.162,68.182,68.512,68.411,68.351,68.594,68.516,68.444,68.361,68.398,68.652,69.536,69.77,70.123,70.406,70.633,70.993,71.214,71.113,71.329,71.352,70.546,62.428,58.832,58.228,60.566,61.574,62.957,65.625,68.224,68.888,69.058,NA,NA
"Turks and Caicos Islands","TCA","Life expectancy at birth, male (years)",54.053,54.219,54.971,56.281,57.694,58.254,57.835,56.882,55.747,54.68,54.017,54.109,55.204,57.731,61.803,65.308,67.204,67.654,67.353,66.59,66.007,65.75,65.899,66.442,67.071,67.62,68.091,68.715,68.896,67.959,66.451,66.462,67.37,67.437,67.001,66.376,69.61,71.192,72.897,72.85,72.028,72.551,73.279,72.828,73.728,74.199,73.945,73.276,74.26,74.911,73.743,73.767,75.045,74.957,74.768,74.5,74.355,74.026,73.912,72.6,72.198,71.809,NA,NA
"Chad","TCD","Life expectancy at birth, male (years)",36.811,37.098,37.382,37.558,37.793,37.565,37.139,37.46,37.952,38.272,38.559,38.216,39.267,40.064,40.168,40.303,40.035,40.248,40.541,40.811,41.041,41.105,41.481,41.728,42.135,43.018,42.954,38.766,44.081,44.033,41.782,44.437,44.698,45.181,45.365,45.688,45.97,46.231,46.203,46.399,46.325,46.888,47.012,47.307,47.158,47.33,47.083,47.521,47.788,48.045,48.388,48.76,49.255,49.431,49.808,50.09,50.867,50.898,51.372,51.664,51.218,50.845,NA,NA
"Togo","TGO","Life expectancy at birth, male (years)",41.363,41.595,41.874,42.142,42.419,42.75,43.167,43.638,44.111,44.576,44.95,45.393,45.903,46.432,46.965,47.663,48.141,48.629,49.034,49.599,50.001,50.374,50.739,51.13,51.447,51.661,51.944,52.181,52.502,52.555,52.746,52.707,52.947,52.912,52.745,52.735,52.87,52.932,53.058,53.547,53.671,53.988,54.471,54.864,54.999,55.421,55.856,56.111,56.526,56.699,57.225,57.844,58.028,58.544,58.708,59.173,59.325,59.814,59.829,60.35,60.486,60.849,NA,NA
"Thailand","THA","Life expectancy at birth, male (years)",48.525,49.703,50.213,50.723,51.478,52.175,52.706,53.234,53.735,54.345,55.031,55.729,56.234,56.892,57.52,58.131,58.772,59.089,59.344,59.633,60.242,60.796,61.534,62.272,63.193,64.07,64.941,66.047,66.226,66.563,66.759,66.94,67.03,67.065,67.121,66.544,67.205,68.228,68.746,68.575,68.434,68.798,69.13,69.371,69.33,70.039,70.952,71.162,71.45,71.817,72.092,72.352,72.68,72.958,73.27,73.544,73.688,74.071,74.315,74.638,74.954,74.518,NA,NA
"Tajikistan","TJK","Life expectancy at birth, male (years)",51.261,51.681,51.89,52.196,52.464,52.779,52.919,53.242,53.666,54.023,54.364,54.791,55.216,55.721,56.22,56.697,56.977,57.153,57.324,57.271,57.231,57.129,57.367,57.394,57.612,57.947,58.535,58.996,59.173,59.337,59.183,58.572,49.109,45.771,53.142,56.115,56.012,57.446,58.684,60.095,60.697,61.823,62.566,63.318,63.685,64.202,64.676,64.926,65.455,65.776,65.365,65.728,66.247,66.662,66.751,66.996,67.254,67.682,68.272,68.862,65.999,69.568,NA,NA
"Turkmenistan","TKM","Life expectancy at birth, male (years)",49.697,50.194,50.594,51.078,51.442,51.835,52.223,52.662,53.088,53.576,54.058,54.538,54.875,55.31,55.75,55.942,56.334,56.532,56.907,57.203,57.621,58.044,58.141,58.509,58.838,59.16,59.719,60.169,60.395,60.531,60.58,60.659,60.39,60.291,60.197,60.023,60.028,60.026,60.466,60.809,61.326,61.571,61.847,62.178,62.418,62.56,62.908,63.368,64.01,64.586,64.937,65.226,65.496,65.484,65.219,65.396,65.538,65.593,65.408,65.552,65.392,65.865,NA,NA
"Timor-Leste","TLS","Life expectancy at birth, male (years)",30.596,30.976,31.361,31.67,32.011,32.759,33.403,34.139,34.624,35.098,35.549,36.103,36.697,37.368,35.362,20.879,21.736,20.517,18.46,18.991,23.599,24.538,25.564,26.279,28.011,28.163,28.686,29.8,30.01,42.984,43.532,43.501,44.803,45.765,46.792,46.537,47.283,47.879,47.503,42.826,57.158,57.929,58.705,59.42,60.129,60.839,61.588,62.208,62.783,63.314,63.769,64.167,64.522,64.84,65.171,65.539,65.869,66.188,66.468,66.721,66.837,66.1,NA,NA
"Tonga","TON","Life expectancy at birth, male (years)",55.866,56.198,56.602,57.01,57.43,57.846,58.287,58.725,59.157,59.621,60.004,60.316,60.549,60.775,61.08,61.334,61.606,61.764,62.058,62.274,62.465,62.645,62.616,62.855,62.973,63.136,63.257,63.39,63.533,63.688,63.835,64.033,64.208,64.39,64.569,64.74,64.92,65.135,65.288,65.486,65.7,65.924,66.176,66.388,66.625,66.836,67.013,67.233,67.382,67.277,67.567,67.63,67.709,67.79,67.844,67.925,67.991,68.065,68.149,68.265,68.337,68.416,NA,NA
"Trinidad and Tobago","TTO","Life expectancy at birth, male (years)",61.089,61.159,61.568,61.76,61.878,62.144,62.325,62.571,62.781,62.718,63.008,63.125,63.044,63.324,64.922,64.417,63.526,64.234,65.403,65.181,65.252,65.411,64.844,65.499,65.081,64.998,65.841,65.433,66.086,65.777,66.122,66.342,66.007,66.385,65.77,66.701,66.156,66.525,66.474,66.064,66.453,66.781,67.201,66.686,67.722,67.866,68.271,68.586,68.192,69.51,69.309,70.078,70.635,70.78,70.963,71.052,70.879,70.782,70.299,70.828,70.983,69.662,NA,NA
"Tunisia","TUN","Life expectancy at birth, male (years)",42.903,42.698,44.46,45.391,46.28,47.285,48.305,49.41,50.468,51.468,52.89,53.69,54.86,55.947,56.927,58.127,59.007,60.119,60.611,61.333,62.055,62.799,63.441,64.085,64.817,65.523,66.205,66.869,67.608,67.617,67.924,68.221,68.461,68.913,69.312,69.596,69.967,70.357,70.535,70.863,71.115,71.311,71.525,71.745,71.859,72.038,72.189,72.311,72.451,72.456,72.552,72.536,72.669,72.733,72.757,72.77,72.76,72.825,72.864,72.895,71.837,70.743,NA,NA
"Turkiye","TUR","Life expectancy at birth, male (years)",47.939,48.771,49.671,50.445,50.948,51.516,51.984,52.626,53.043,53.598,54.136,54.623,55.256,55.631,56.121,56.558,57.003,57.681,58.233,58.771,59.399,59.916,60.53,61.019,61.499,62.008,62.522,63.01,63.467,63.893,64.356,64.797,65.057,65.461,65.822,66.082,66.679,67.141,67.683,67.534,68.582,68.957,69.318,69.624,69.996,70.278,70.624,70.987,71.248,71.57,71.927,71.779,72.517,73.162,73.468,73.498,73.448,73.985,74.417,74.68,72.772,73.04,NA,NA
"Tuvalu","TUV","Life expectancy at birth, male (years)",46.325,47.16,47.945,48.706,49.459,50.192,50.897,51.397,52.049,52.665,53.269,53.873,52.858,55.01,55.548,56.06,56.534,56.929,57.288,57.593,57.83,58.025,58.17,58.279,58.343,58.41,58.366,58.254,58.284,58.508,58.778,59.16,58.083,60.258,60.636,60.898,61.048,61.242,61.291,61.302,61.308,61.275,61.199,61.144,61.087,61.042,60.978,60.833,60.694,60.623,60.607,60.551,60.504,60.491,60.478,60.481,60.495,60.517,60.57,60.592,60.67,60.816,NA,NA
"Tanzania","TZA","Life expectancy at birth, male (years)",41.687,41.834,42.05,42.192,42.471,42.638,42.924,43.16,43.636,44.126,44.512,44.996,45.507,46.015,46.321,46.776,47.304,47.886,48.346,48.883,49.084,49.253,49.34,49.317,49.243,49.301,49.456,49.533,49.752,49.606,49.549,49.289,48.977,48.996,48.857,49.038,49.141,49.322,49.773,50.477,51.203,51.945,52.632,53.712,54.433,55.151,55.635,56.161,56.739,57.571,58.35,59.094,59.931,60.718,61.589,62.381,63.172,63.862,64.475,64.921,64.373,64.183,NA,NA
"Uganda","UGA","Life expectancy at birth, male (years)",43.398,44.144,44.785,45.257,45.669,45.904,45.936,46.583,46.805,47.051,47.115,43.733,43.762,44.122,43.45,43.562,43.188,42.817,41.983,41.8,39.066,39.261,38.878,39.21,39.465,41.393,41.383,43.717,43.865,43.711,43.918,43.86,44.045,44.084,44.072,44.287,44.251,44.651,44.75,45.38,46.044,46.882,47.668,48.759,50.182,51.596,52.76,53.659,54.211,54.7,55.249,56.116,56.789,57.596,58.462,59.071,59.4,60.1,60.587,60.893,60.715,60.423,NA,NA
"Ukraine","UKR","Life expectancy at birth, male (years)",66.507,66.487,66.238,66.507,67.006,66.624,66.489,66.063,65.906,65.18,64.908,65.168,65.049,65.127,64.895,64.699,64.737,64.281,64.119,63.757,63.537,63.766,63.963,64.022,63.658,64.078,65.858,66.3,66.4,66.1,65.6,64.62,63.81,63.16,62.39,61.22,61.52,62.23,63.17,62.62,62.1,62.32,62.7,62.64,62.6,62.23,62.38,62.51,62.51,63.79,65.28,65.98,66.11,66.34,66.25,66.37,66.73,67.02,66.69,66.92,66.39,65.16,NA,NA
"Uruguay","URY","Life expectancy at birth, male (years)",64.78,64.884,64.965,65.035,65.109,65.2,65.307,65.41,65.52,65.601,65.65,65.672,65.52,65.704,65.757,65.86,66.015,66.212,66.442,66.702,66.986,67.285,67.585,67.874,68.147,68.397,68.623,68.822,68.991,69.131,69.242,69.33,69.405,69.479,69.561,69.661,69.787,69.938,70.118,70.329,70.575,70.85,71.135,71.419,71.683,71.91,72.109,72.271,72.412,72.534,72.649,72.764,72.888,73.029,73.196,73.392,73.586,73.732,73.753,73.579,74.688,71.654,NA,NA
"United States","USA","Life expectancy at birth, male (years)",66.6,67.1,66.9,66.6,66.8,66.8,66.7,67,66,66.8,67.1,67.4,67.4,67.6,68.2,68.8,69.1,69.5,69.6,70,70,70.4,70.8,71,71.1,71.1,71.2,71.4,71.4,71.7,71.8,72,72.3,72.2,72.4,72.5,73.1,73.6,73.8,73.9,74.1,74.3,74.4,74.5,75,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.2,76.3,74.2,73.5,NA,NA
"Uzbekistan","UZB","Life expectancy at birth, male (years)",54.596,54.938,55.105,55.432,55.779,56.31,56.49,56.75,57.158,57.512,57.794,58.151,58.417,58.621,58.831,59.067,59.203,58.985,59.215,59.293,59.799,60.089,60.407,60.673,60.855,61.144,61.654,61.889,62.056,62.198,62.344,62.132,62.169,61.929,61.769,61.639,61.702,61.722,62.014,62.373,62.727,63.086,63.636,64.043,64.302,64.695,65.202,65.559,66.086,66.18,66.655,67.067,67.277,67.174,67.379,67.657,68.016,68.257,68.479,68.782,67.876,68.334,NA,NA
"St. Vincent and the Grenadines","VCT","Life expectancy at birth, male (years)",54.099,55.414,57.034,58.492,60.105,61.705,63.009,64.053,64.836,65.416,65.752,65.898,65.764,65.683,66.142,66.465,66.673,67.023,67.203,67.79,68.472,68.801,68.927,69.683,69.954,70.353,70.298,70.681,70.247,70.392,69.829,70.233,70.216,70.357,69.863,70.087,69.195,69.015,68.963,68.76,68.808,69.264,69.327,69.821,70.711,71.071,71.489,72.245,72.35,72.571,72.24,72.221,71.665,71.443,71.974,71.99,71.894,71.98,71.816,70.533,69.812,67.354,NA,NA
"Venezuela, RB","VEN","Life expectancy at birth, male (years)",56.539,57.463,57.448,58.173,58.605,59.141,59.627,60.335,60.868,61.276,62.205,62.854,63.26,63.776,64.364,64.877,65.452,65.618,65.895,66.268,66.419,67.096,67.363,67.854,68.231,68.404,68.869,68.85,68.967,68.906,69.293,69.385,69.373,69.314,69.126,69.484,69.504,69.994,69.725,69.295,69.073,67.526,69.188,68.292,68.95,69.138,68.894,69.129,68.325,68.523,68.918,68.983,68.949,69.297,68.887,69.041,67.757,67.935,67.832,68.034,66.739,66.259,NA,NA
"British Virgin Islands","VGB","Life expectancy at birth, male (years)",58.593,58.547,59.839,62.191,63.653,64.448,64.6,63.95,63.197,62.765,63.595,64.268,64.366,64.705,64.564,64.553,64.892,65.366,65.073,64.715,65.032,66.462,68.047,69.684,70.758,72.6,73.259,73.088,72.979,73.448,73.147,72.2,71.981,72.949,72.351,73.013,72.977,72.662,72.748,72.175,71.664,71.661,71.846,72.028,72.297,72.32,73.218,72.492,73.046,72.646,72.949,72.979,72.991,72.984,72.997,73.014,73.031,72.338,73.093,73.113,73.11,71.749,NA,NA
"Virgin Islands (U.S.)","VIR","Life expectancy at birth, male (years)",60.605,60.906,60.962,60.863,61.561,61.693,61.789,61.882,62.504,62.587,62.586,62.632,63.225,63.81,64.031,64.22,64.433,64.635,64.794,64.949,65.095,65.236,65.823,66.067,66.251,66.475,66.7,66.874,67.454,67.701,67.949,68.103,68.302,68.466,68.6,68.609,68.88,68.395,68.639,68.511,73.4,74.5,74.4,74.4,74.7,74.3,75.3,73.4,73.7,74.1,74.5,75,75.2,75.4,75.6,75.7,75.9,76.1,76.3,76.4,76.6,76.8,NA,NA
"Viet Nam","VNM","Life expectancy at birth, male (years)",55.931,56.447,56.052,54.259,54.918,54.007,53.655,53.225,48.21,50.557,50.584,51.135,46.984,51.163,49.854,58.151,60.558,60.826,61.132,61.755,61.982,62.632,62.868,62.907,63.063,63.549,63.653,64.212,64.195,64.661,64.762,65.285,65.358,65.879,65.982,66.553,66.696,67.194,67.427,67.589,67.773,67.952,68.075,68.228,68.348,68.543,68.579,68.67,68.613,68.751,68.784,68.984,69.007,69.094,69.149,69.144,69.18,69.26,69.245,69.369,70.787,69.117,NA,NA
"Vanuatu","VUT","Life expectancy at birth, male (years)",49.064,49.564,50.076,50.588,50.926,51.472,51.991,52.52,53.075,53.606,54.18,54.736,55.239,55.854,56.355,56.88,57.381,57.907,58.446,58.85,59.495,60.031,60.507,61.04,61.515,61.946,62.642,62.338,63.603,63.679,64.063,64.86,64.981,65.219,65.418,65.6,66.535,66.61,66.653,66.275,66.865,66.962,67.159,67.214,67.257,67.343,67.427,67.505,67.566,67.623,67.599,67.508,67.472,67.49,67.499,67.551,67.652,67.645,67.75,67.801,68.547,68.397,NA,NA
"Samoa","WSM","Life expectancy at birth, male (years)",53.861,54.397,54.856,55.319,53.036,56.147,56.453,56.964,57.374,57.804,58.232,58.66,59.068,59.449,59.84,60.262,60.616,60.953,61.187,61.513,61.819,62.12,62.444,62.764,63.139,63.461,63.778,64.051,64.363,64.648,64.894,65.141,65.605,65.929,66.204,66.552,66.85,67.146,67.461,67.76,68.063,68.349,68.615,68.845,69.036,69.136,69.385,69.481,69.55,67.844,69.702,69.77,69.709,69.916,70.015,70.077,70.107,70.158,70.211,69.767,70.341,70.312,NA,NA
"Kosovo","XKX","Life expectancy at birth, male (years)",60.032,60.342,60.643,60.943,61.315,61.617,61.88,62.229,62.484,62.842,63.146,63.413,63.726,64.068,64.329,64.67,64.978,65.275,65.58,65.911,66.189,66.525,66.834,67.145,67.477,67.765,68.093,68.417,68.784,69.105,69.413,69.747,69.916,70.234,70.527,70.841,71.146,71.433,68.426,64.749,72.383,72.689,73.045,73.311,73.663,73.975,74.15,74.766,75.422,75.24,75.133,75.154,75.651,75.876,76.174,76.282,76.494,76.32,76.353,76.688,73.99,74.151,NA,NA
"Yemen, Rep.","YEM","Life expectancy at birth, male (years)",31.349,31.69,30.876,30.351,32.101,32.767,33.416,34.127,35.128,36.969,38.012,39.262,40.124,41.069,42.077,43.013,43.916,45.105,46.255,47.197,48.48,49.562,50.389,51.748,52.788,53.674,49.847,55.12,55.752,56.283,56.811,57.04,57.523,58.001,57.571,58.593,58.693,59.23,59.46,60.024,60.619,61.27,61.946,62.556,63.138,63.65,63.939,64.535,65.037,65.076,65.165,65.348,65.275,65.557,65.334,63.005,63.32,63.108,60.901,61.807,61.636,60.629,NA,NA
"South Africa","ZAF","Life expectancy at birth, male (years)",50.877,51.206,51.45,51.656,51.889,52.123,52.223,52.35,52.557,52.811,53.146,53.449,53.701,54.119,54.443,54.77,55.215,55.623,56.055,56.457,56.891,57.413,58.006,58.516,59.023,59.451,59.796,60.011,60.115,60.143,59.93,59.506,59.534,59.103,58.777,58.441,57.762,57.276,56.624,55.991,55.397,54.565,53.191,51.97,51.891,52.064,52.209,52.691,53.488,54.728,56.067,57.731,58.775,59.352,60.062,60.709,61.307,61.954,62.203,62.834,62.178,59.458,NA,NA
"Zambia","ZMB","Life expectancy at birth, male (years)",47.843,48.265,48.631,48.961,48.522,49.346,49.481,49.597,49.663,49.928,50.29,50.774,51.373,52.055,52.592,52.868,53.102,53.055,52.938,52.755,52.372,52.22,51.906,51.559,50.908,50.132,49.337,48.596,47.919,47.083,46.455,45.671,45.094,44.722,44.533,44.112,43.749,43.522,43.37,43.438,43.895,44.664,45.802,47.001,48.397,49.588,50.643,51.459,52.371,53.831,54.916,55.804,56.789,57.831,58.468,58.785,59.349,59.527,59.674,60.08,59.643,58.487,NA,NA
"Zimbabwe","ZWE","Life expectancy at birth, male (years)",51.251,51.692,52.142,52.639,53.081,53.537,53.947,54.302,54.552,54.941,55.268,55.411,55.616,55.393,55.516,55.639,54.419,53.19,49.932,50.392,56.62,57.002,57.548,57.797,58.628,58.972,59.161,58.706,58.337,57.3,56.389,55.325,53.659,51.795,49.987,47.978,46.73,45.707,44.449,43.068,42.941,41.473,43.334,42.855,43.499,43.925,44.291,44.863,45.61,46.644,48.948,51.103,53.355,55.186,56.637,57.32,57.956,58.208,58.968,58.644,58.129,56.232,NA,NA
"Aruba","ABW","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0713577270508,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7197799682617,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA
"Afghanistan","AFG","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98746013641357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0178394317627,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6007804870605,NA,NA
"Angola","AGO","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1944885253906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4072113037109,NA,NA,NA,NA,NA,NA,NA,62.5,NA
"Albania","ALB","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2522735595703,NA,NA,NA,NA,NA,NA,94.6818084716797,NA,NA,95.6914825439453,96.1360702514648,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3000030517578,NA
